Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Moodley, J., Constant, D., Botha, M.H., Van Der Merwe, F.H., Edwards, A., Momberg, M.",8079485700; 54790550400; 56553220200; 55539193800; 57205364591; 55651152700,Exploring the feasibility of using mobile phones to improve the management of clients with cervical cancer precursor lesions 11 Medical and Health Sciences 1117 Public Health and Health Services,2019,BMC Women's Health,19,1,2,,,,1,10.1186/s12905-018-0702-1,https://www.scopus.com/inward/record.url?eid=2-s2.0-85059736067&partnerID=40&md5=ac376bf60ae1434a4e4cdc234e839e08,Article,Final,Open Access,Scopus,2-s2.0-85059736067
"Deng, Y.",55459394500,Deep learning on mobile devices: A review,2019,Proceedings of SPIE - The International Society for Optical Engineering,10993,, 109930A,,,,1,10.1117/12.2518469,https://www.scopus.com/inward/record.url?eid=2-s2.0-85072404707&partnerID=40&md5=faea8faa8bbc4741b436faf5c28c4ea0,Conference Paper,Final,,Scopus,2-s2.0-85072404707
"Himes, B.E., Leszinsky, L., Walsh, R., Hepner, H., Wu, A.C.",57209192279; 57208592412; 57211062066; 57211057825; 56047460900,Mobile Health and Inhaler-Based Monitoring Devices for Asthma Management,2019,Journal of Allergy and Clinical Immunology: In Practice,,,,,,,1,10.1016/j.jaip.2019.08.034,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071880817&partnerID=40&md5=633cb4b0ef45c4a645972dd28d2d37fc,Article,Article in Press,,Scopus,2-s2.0-85071880817
"Ranjan, Y., Rashid, Z., Stewart, C., Conde, P., Begale, M., Verbeeck, D., Boettcher, S., Hyve, T., Dobson, R., Folarin, A.",57205028192; 57208873135; 57205023094; 57210795333; 36766824700; 57199857471; 57210805593; 57210807908; 8931612400; 35766461900,"RADAR-base: Open source mobile health platform for collecting, monitoring, and analyzing data using sensors, wearables, and mobile devices",2019,Journal of Medical Internet Research,21,8, e11734,,,,1,10.2196/11734,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071489335&partnerID=40&md5=5d72742439f7ae605ec9c7706cc166c0,Article,Final,Open Access,Scopus,2-s2.0-85071489335
"Swendeman, D., Arnold, E.M., Harris, D., Fournier, J., Comulada, W.S., Reback, C., Koussa, M., Ocasio, M., Lee, S.-J., Kozina, L., Fernández, M.I., Rotheram, M.J.",6603252867; 7202887887; 57194041094; 57205550350; 9746013800; 6602738821; 57199648586; 37021612600; 27170605000; 57200285574; 35371046800; 57209210094,"Text-messaging, online peer support group, and coaching strategies to optimize the HIV prevention continuum for youth: Protocol for a randomized controlled trial",2019,Journal of Medical Internet Research,21,8, e11165,,,,1,10.2196/11165,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071448081&partnerID=40&md5=3fbda6384bbc639540ac3e6baf1ae0f8,Article,Final,Open Access,Scopus,2-s2.0-85071448081
"Bucci, S., Berry, N., Morris, R., Berry, K., Haddock, G., Lewis, S., Edge, D.",8331986400; 57189618516; 56829933100; 57203077848; 7005034419; 57208171120; 18834847200,“They are not hard-to-reach clients. We have just got hard-to-reach services.” Staff views of digital health tools in specialist mental health services.,2019,Frontiers in Psychiatry,10,MAY,344,,,,1,10.3389/fpsyt.2019.00344,https://www.scopus.com/inward/record.url?eid=2-s2.0-85068228830&partnerID=40&md5=f84a6dc452352f3172204e2b4f42cfd8,Article,Final,Open Access,Scopus,2-s2.0-85068228830
"Murmann, P., Reinhardt, D., Fischer-Hübner, S.",57192096802; 57202650138; 57211016461,"To be, or not to be notified: Eliciting privacy notification preferences for online mHealth services",2019,IFIP Advances in Information and Communication Technology,562,,,209,222,,1,10.1007/978-3-030-22312-0_15,https://www.scopus.com/inward/record.url?eid=2-s2.0-85068204785&partnerID=40&md5=fc13aa36f979f8d10f484033b42f7201,Conference Paper,Final,,Scopus,2-s2.0-85068204785
"Wang, X., Jin, Z.",55915477700; 55251775400,An Overview of Mobile Cloud Computing for Pervasive Healthcare,2019,IEEE Access,7,,8718281,66774,66791,,1,10.1109/ACCESS.2019.2917701,https://www.scopus.com/inward/record.url?eid=2-s2.0-85067240359&partnerID=40&md5=4977c2056a02ecf76250771552c13958,Review,Final,Open Access,Scopus,2-s2.0-85067240359
"Ning, P., Gao, D., Cheng, P., Schwebel, D.C., Wei, X., Tan, L., Xiao, W., He, J., Fu, Y., Chen, B., Yang, Y., Deng, J., Wu, Y., Yu, R., Li, S., Hu, G.",56927790700; 57209100895; 57195261043; 6603681532; 57207576498; 57201259963; 57195239802; 57209097316; 57203355010; 57203581214; 57193219452; 55178649900; 50562282800; 57199657122; 57202932104; 55347352600,Needs analysis for a parenting app to prevent unintentional injury in newborn babies and toddlers: Focus group and survey study among Chinese caregivers,2019,JMIR mHealth and uHealth,7,4, e11957,,,,1,10.2196/11957,https://www.scopus.com/inward/record.url?eid=2-s2.0-85066506694&partnerID=40&md5=a5682bb2fcd26769c69ec86f50ab0092,Article,Final,Open Access,Scopus,2-s2.0-85066506694
"Khan, M., Reza, M.Q., Salhan, A.K., Sirdeshmukh, S.P.S.M.A.",24381502900; 57202450447; 6507276890; 57202450373,Acoustic resonance spectroscopy based simple system for spectral characterization and classification of materials,2019,Journal of Intelligent and Fuzzy Systems,36,5,,4389,4397,,1,10.3233/JIFS-169994,https://www.scopus.com/inward/record.url?eid=2-s2.0-85065840695&partnerID=40&md5=290fef8380f394b14831d759ff5dc66c,Article,Final,,Scopus,2-s2.0-85065840695
"Suganthi, S.D., Anitha, R., Sureshkumar, V., Harish, S., Agalya, S.",57190013084; 55903131700; 57190809130; 57210658532; 57208280246,End to end light weight mutual authentication scheme in IoT-based healthcare environment,2019,Journal of Reliable Intelligent Environments,,,,,,,1,10.1007/s40860-019-00079-w,https://www.scopus.com/inward/record.url?eid=2-s2.0-85064341238&partnerID=40&md5=921238aac9393088d133fd9d6c43f4f5,Article,Article in Press,,Scopus,2-s2.0-85064341238
"Wang, G., Lu, R., Guan, Y.L.",57189035937; 57191090555; 57192997201,Achieve Privacy-Preserving Priority Classification on Patient Health Data in Remote eHealthcare System,2019,IEEE Access,7,,8606116,33565,33576,,1,10.1109/ACCESS.2019.2891775,https://www.scopus.com/inward/record.url?eid=2-s2.0-85063803694&partnerID=40&md5=0569f0ff339d3306dbfaec815141eb6c,Article,Final,Open Access,Scopus,2-s2.0-85063803694
"Vitabile, S., Marks, M., Stojanovic, D., Pllana, S., Molina, J.M., Krzyszton, M., Sikora, A., Jarynowski, A., Hosseinpour, F., Jakobik, A., Ilic, A.S., Respicio, A., Moldovan, D., Pop, C., Salomie, I.",15066362400; 24385660300; 7007127816; 8243297100; 35392131900; 57115425600; 36914624800; 55341326800; 36668827100; 57190074262; 57208107709; 57192974752; 57204398646; 27567979600; 15124243900,Medical data processing and analysis for remote health and activities monitoring,2019,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),11400,,,186,220,,1,10.1007/978-3-030-16272-6_7,https://www.scopus.com/inward/record.url?eid=2-s2.0-85063794806&partnerID=40&md5=708391a97c755b4712864d7c0298d186,Book Chapter,Final,Open Access,Scopus,2-s2.0-85063794806
"Foster, K.R., Torous, J.",7202155857; 55816955800,The Opportunity and Obstacles for Smartwatches and Wearable Sensors,2019,IEEE Pulse,10,1,8666099,22,25,,1,10.1109/MPULS.2018.2885832,https://www.scopus.com/inward/record.url?eid=2-s2.0-85062902927&partnerID=40&md5=5b0e8d98ef9ebbf52007b1dc09e2cdc6,Article,Final,,Scopus,2-s2.0-85062902927
"Zhu, X., Zhang, W., Operario, D., Zhao, Y., Shi, A., Zhang, Z., Gao, P., Perez, A., Wang, J., Zaller, N., Yang, C., Sun, Y., Zhang, H.",57204015886; 57204012030; 9244129600; 57204013232; 57204015836; 56156501300; 57204013792; 57196450649; 55924887200; 16044402500; 35727413300; 7406434241; 55685535300,Effects of a Mobile Health Intervention to Promote HIV Self-testing with MSM in China: A Randomized Controlled Trial,2019,AIDS and Behavior,,,,,,,1,10.1007/s10461-019-02452-5,https://www.scopus.com/inward/record.url?eid=2-s2.0-85062684751&partnerID=40&md5=d07292e07ef3c600bb41206c2e92604a,Article,Article in Press,Open Access,Scopus,2-s2.0-85062684751
"Walsh, J.C., Groarke, J.M.",7404416971; 56403013600,Integrating Behavioral Science with Mobile (mHealth) Technology to Optimize Health Behavior Change Interventions,2019,European Psychologist,24,1,,38,48,,1,10.1027/1016-9040/a000351,https://www.scopus.com/inward/record.url?eid=2-s2.0-85061594341&partnerID=40&md5=a3d77d9c835121df26bd8d0eaed06c7a,Review,Final,,Scopus,2-s2.0-85061594341
"Somula, R., Anilkumar, C., Venkatesh, B., Karrothu, A., Pavan Kumar, C.S., Sasikala, R.",57201195237; 57201078679; 57208533459; 57191624481; 57207794825; 56644464500,Cloudlet services for healthcare applications in mobile cloud computing,2019,Advances in Intelligent Systems and Computing,828,,,535,543,,1,10.1007/978-981-13-1610-4_54,https://www.scopus.com/inward/record.url?eid=2-s2.0-85054817778&partnerID=40&md5=866fefcd1a6e2b00c284f01219e75fa6,Conference Paper,Final,,Scopus,2-s2.0-85054817778
"Nisha, N., Iqbal, M., Rifat, A.",57127126200; 57126722900; 57127184200,The changing paradigm of health and mobile phones: An innovation in the health care system,2019,Journal of Global Information Management,27,1,,19,46,,1,10.4018/JGIM.2019010102,https://www.scopus.com/inward/record.url?eid=2-s2.0-85054296972&partnerID=40&md5=fafc72610364812336b02e459cefef17,Article,Final,,Scopus,2-s2.0-85054296972
"Sari, H., Othman, M., Al-Ghaili, A.M.",57203980452; 24824928800; 26664381500,A proposed conceptual framework for mobile health technology adoption among employees at workplaces in Malaysia,2019,Advances in Intelligent Systems and Computing,843,,,736,748,,1,10.1007/978-3-319-99007-1_68,https://www.scopus.com/inward/record.url?eid=2-s2.0-85053891471&partnerID=40&md5=24cdcb14515ec3652807046cd83431e6,Conference Paper,Final,,Scopus,2-s2.0-85053891471
"Schomakers, E.-M., Lidynia, C., Ziefle, M.",57202791196; 55887039600; 6602475572,Exploring the acceptance of mhealth applications - do acceptance patterns vary depending on context?,2019,Advances in Intelligent Systems and Computing,795,,,53,64,,1,10.1007/978-3-319-94619-1_6,https://www.scopus.com/inward/record.url?eid=2-s2.0-85049379827&partnerID=40&md5=2ba49ca428c0a6dfe765a34d068dc969,Conference Paper,Final,,Scopus,2-s2.0-85049379827
"Hemmat, M., Ayatollahi, H., Maleki, M., Saghaf, F.",57170342800; 55991128900; 36196914300; 57208241899,"Health information technology, foresight and strategic decision making for Iran: A qualitative study",2019,Iranian Journal of Information Processing Management,34,2,,739,764,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85064203156&partnerID=40&md5=31e4d789d455f2c55210ca6c1bc5e17c,Article,Final,,Scopus,2-s2.0-85064203156
"Kamil, I.A., Ogundoyin, S.O.",54797392100; 57197737017,A lightweight CLAS scheme with complete aggregation for healthcare mobile crowdsensing,2019,Computer Communications,147,,,209,224,,,10.1016/j.comcom.2019.08.027,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071846383&partnerID=40&md5=cbb045baaddfe40bb9b0f9688742469b,Article,Final,,Scopus,2-s2.0-85071846383
"Sureshkumar, V., Amin, R., Vijaykumar, V.R., Sekar, S.R.",57190809130; 57210228243; 16319533900; 57210654301,Robust secure communication protocol for smart healthcare system with FPGA implementation,2019,Future Generation Computer Systems,100,,,938,951,,,10.1016/j.future.2019.05.058,https://www.scopus.com/inward/record.url?eid=2-s2.0-85066459318&partnerID=40&md5=b6fc3a0d1031a7ffb2e9bdc85a0b2117,Article,Final,,Scopus,2-s2.0-85066459318
"Murmann, P.",57192096802,Eliciting design guidelines for privacy notifications in mHealth environments,2019,International Journal of Mobile Human Computer Interaction,11,4,,66,83,,,10.4018/IJMHCI.2019100106,https://www.scopus.com/inward/record.url?eid=2-s2.0-85072643387&partnerID=40&md5=717689db3c38f6dda9f7d6f54c59fe52,Article,Final,,Scopus,2-s2.0-85072643387
"Gu, D., Li, T., Wang, X., Yang, X., Yu, Z.",25645808600; 57204633000; 57204634874; 57203878578; 57210586931,Visualizing the intellectual structure and evolution of electronic health and telemedicine research,2019,International Journal of Medical Informatics,130,,103947,,,,,10.1016/j.ijmedinf.2019.08.007,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071042483&partnerID=40&md5=1a36a5c4a8d629227dc412c7ea0ffa1b,Article,Final,,Scopus,2-s2.0-85071042483
"Williams, J.A., Cisse, F.A., Schaekermann, M., Sakadi, F., Tassiou, N.R., Hotan, G.C., Bah, A.K., Hamani, A.B.D., Lim, A., Leung, E.C.W., Fantaneanu, T.A., Milligan, T.A., Khatri, V., Hoch, D.B., Vyas, M.V., Lam, A.D., Cohen, J.M., Vogel, A.C., Law, E., Mateen, F.J.",57209332345; 37111996300; 57194266491; 57202742187; 57203358424; 57189886847; 57204889245; 57205646164; 57205186023; 57188979482; 49461128000; 12753716600; 57190214985; 7005371865; 55344792500; 57188980572; 57188985718; 57205647459; 57210395810; 14521342200,"Smartphone EEG and remote online interpretation for children with epilepsy in the Republic of Guinea: Quality, characteristics, and practice implications",2019,Seizure,71,,,93,99,,,10.1016/j.seizure.2019.05.025,https://www.scopus.com/inward/record.url?eid=2-s2.0-85067401087&partnerID=40&md5=251960873665101f15d5b776e73aa616,Article,Final,,Scopus,2-s2.0-85067401087
"Koumpouros, Y., Kafazis, T.",6505509970; 57209320797,Wearables and mobile technologies in Autism Spectrum Disorder interventions: A systematic literature review,2019,Research in Autism Spectrum Disorders,66,,101405,,,,,10.1016/j.rasd.2019.05.005,https://www.scopus.com/inward/record.url?eid=2-s2.0-85067347275&partnerID=40&md5=1ea7d45f0a7e312068db44e6b5ffd248,Review,Final,,Scopus,2-s2.0-85067347275
"Maughan-Brown, B., Harrison, A., Galárraga, O., Kuo, C., Smith, P., Bekker, L.-G., Lurie, M.N.",22951322000; 7401691844; 16836222200; 37059123300; 57050873600; 7003924915; 7006806056,Factors affecting linkage to HIV care and ART initiation following referral for ART by a mobile health clinic in South Africa: evidence from a multimethod study,2019,Journal of Behavioral Medicine,42,5,,883,897,,,10.1007/s10865-018-0005-x,https://www.scopus.com/inward/record.url?eid=2-s2.0-85059902151&partnerID=40&md5=6b65a4cabf0b5259b1b82ea3d993c442,Article,Final,,Scopus,2-s2.0-85059902151
"Wykes, T., Lipshitz, J., Schueller, S.M.",7005058916; 57209838599; 35491626800,Towards the Design of Ethical Standards Related to Digital Mental Health and all Its Applications,2019,Current Treatment Options in Psychiatry,6,3,,232,242,,,10.1007/s40501-019-00180-0,https://www.scopus.com/inward/record.url?eid=2-s2.0-85068820414&partnerID=40&md5=4763977ce3877a0f41cff4a723c064b9,Review,Final,Open Access,Scopus,2-s2.0-85068820414
"Silva, B.M.C., Rodrigues, J.J.P.C., Canelo, F., Lopes, I.M.C., Lloret, J.",57189392058; 25930566300; 55546632200; 41661998000; 23389476400,Towards a cooperative security system for mobile-health applications,2019,Electronic Commerce Research,19,3,,629,654,,,10.1007/s10660-018-9296-9,https://www.scopus.com/inward/record.url?eid=2-s2.0-85043476920&partnerID=40&md5=9177c2072760f5453a2b2a496013f366,Article,Final,,Scopus,2-s2.0-85043476920
"Berrouiguet, S., Barrigón, M.L., Castroman, J.L., Courtet, P., Artés-Rodríguez, A., Baca-García, E.",56108028700; 24390514100; 57206858383; 6701748589; 6603954601; 7004712190,Combining mobile-health (mHealth) and artificial intelligence (AI) methods to avoid suicide attempts: The Smartcrises study protocol,2019,BMC Psychiatry,19,1,277,,,,,10.1186/s12888-019-2260-y,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071896916&partnerID=40&md5=201518a0fba7fa895dc95e470589e85c,Article,Final,Open Access,Scopus,2-s2.0-85071896916
"Mohindru, V., Bhatt, R., Singh, Y.",56405597000; 57201190822; 55516218400,Reauthentication scheme for mobile wireless sensor networks,2019,Sustainable Computing: Informatics and Systems,23,,,158,166,,,10.1016/j.suscom.2019.07.010,https://www.scopus.com/inward/record.url?eid=2-s2.0-85070901810&partnerID=40&md5=27c53f6255ec36eeb3a837f742629ed4,Article,Final,,Scopus,2-s2.0-85070901810
"Maher, N.A., Senders, J.T., Hulsbergen, A.F.C., Lamba, N., Parker, M., Onnela, J.-P., Bredenoord, A.L., Smith, T.R., Broekman, M.L.D.",57209466962; 56341684000; 57195382012; 56676088500; 56454762300; 6602641822; 23099451200; 8145886300; 12345170700,Passive data collection and use in healthcare: A systematic review of ethical issues,2019,International Journal of Medical Informatics,129,,,242,247,,,10.1016/j.ijmedinf.2019.06.015,https://www.scopus.com/inward/record.url?eid=2-s2.0-85067863247&partnerID=40&md5=d3f2f3c36b3343d05e525380f26b8dff,Review,Final,,Scopus,2-s2.0-85067863247
"Robillard, J.M., Feng, T.L., Sporn, A.B., Lai, J.-A., Lo, C., Ta, M., Nadler, R.",55216196900; 57190878863; 57201377015; 57203115393; 57210018411; 57207797344; 57207798314,"Availability, readability, and content of privacy policies and terms of agreements of mental health apps",2019,Internet Interventions,17,,100243,,,,,10.1016/j.invent.2019.100243,https://www.scopus.com/inward/record.url?eid=2-s2.0-85062907789&partnerID=40&md5=50038a744caa973bef8ef17279dc81dd,Article,Final,Open Access,Scopus,2-s2.0-85062907789
"Hassenfeldt, C., Baig, S., Baggili, I., Zhang, X.",57210861807; 57210862515; 37261105300; 57207767026,Map My Murder! A digital forensic study of mobile health and fitness applications,2019,ACM International Conference Proceeding Series,,,3340515,,,,,10.1145/3339252.3340515,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071726353&partnerID=40&md5=664ee52c1e970e0df2cd4d0b086c5b0e,Conference Paper,Final,,Scopus,2-s2.0-85071726353
"Iwaya, L.H., Li, J., Fischer-Hübner, S., Åhlfeldt, R.-M., Martucci, L.A.",55584463800; 57210795571; 57211016461; 8320686900; 22951095100,E-consent for data privacy: Consent management for mobile health technologies in public health surveys and disease surveillance,2019,Studies in Health Technology and Informatics,264,,,1223,1227,,,10.3233/SHTI190421,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071502761&partnerID=40&md5=43233502d6fa158e1e3c5970b2787ad0,Conference Paper,Final,,Scopus,2-s2.0-85071502761
